ID,Age,Customer_Segment,Region,Preferred_Channel,Employment_Status,Annual_Income,Spending_Score,Savings_Amount,Loan_Amount,Years_with_Bank,Transaction_Count,Online_Purchases,In_Person_Purchases,Customer_Tenure,Credit_Score,Avg_Transaction_Value,Num_Bounced_Checks,Account_Balance,Referral_Count,Loyalty_Score,Has_Credit_Card,Has_Loan,target
174,51,Platinum,South,Branch,Unemployed,51608.12,21,3796.97,10156.23,5,29,8,20,6,330.92,57.82,1,,4,10.0,0.0,0.0,0.0
175,62,Platinum,West,Phone,Retired,56021.44,26,0.0,39949.44,6,24,9,16,9,351.11,58.47,0,,2,9.0,1.0,1.0,1.0
176,49,Silver,South,Online,Employed,82187.37,35,5577.65,13521.81,28,43,8,19,2,186.58,77.52,0,,0,4.0,1.0,0.0,1.0
177,29,Gold,South,Branch,Employed,50898.58,16,20865.56,46870.44,18,26,9,22,13,387.13,62.09,1,,2,5.0,1.0,1.0,1.0
178,62,Gold,North,Branch,Self-Employed,33979.63,21,14641.05,20041.05,3,34,17,25,12,263.07,31.9,0,,2,8.0,0.0,0.0,0.0
179,54,Bronze,East,Phone,Employed,41888.55,30,0.0,30222.32,22,32,7,20,14,113.61,12.1,0,,5,3.0,1.0,0.0,1.0
180,56,Gold,East,Online,Employed,61512.19,10,5899.4,16921.89,14,31,10,15,6,310.75,63.13,0,2632.79,3,7.0,0.0,0.0,1.0
181,38,Bronze,South,Phone,Unemployed,37949.59,11,5690.61,15112.68,3,35,19,23,7,383.82,36.64,0,6634.55,4,8.0,1.0,1.0,0.0
182,39,Gold,North,Branch,Unemployed,72592.21,80,20807.96,52515.97,20,25,7,28,13,461.96,90.79,0,2749.47,3,7.0,0.0,0.0,1.0
183,34,Silver,West,Online,Self-Employed,52033.45,60,5013.23,25286.37,20,29,13,20,9,160.36,47.26,0,6693.49,4,4.0,1.0,1.0,1.0
184,54,Gold,West,Phone,Self-Employed,47846.28,96,2326.36,15155.73,13,27,5,22,1,299.11,70.93,0,5494.77,3,8.0,1.0,1.0,1.0
185,25,Bronze,South,Branch,Self-Employed,52037.84,59,28990.42,12585.53,24,31,9,16,13,426.86,17.35,0,1910.15,2,10.0,1.0,0.0,1.0
186,42,Bronze,East,Phone,Self-Employed,85725.7,52,15520.07,20258.36,29,32,10,24,5,339.95,55.2,0,7970.53,1,3.0,0.0,0.0,0.0
187,46,Silver,North,Phone,Unemployed,63526.47,39,8562.05,20949.66,16,30,4,32,1,308.01,47.71,0,7484.81,3,7.0,0.0,0.0,1.0
188,28,Gold,East,Phone,Self-Employed,35930.7,46,23317.46,21149.51,0,16,7,20,9,286.78,34.1,1,6557.21,2,5.0,1.0,0.0,0.0
189,66,Gold,West,Online,Self-Employed,67285.23,78,17940.49,7125.38,16,32,10,19,8,238.3,21.45,0,2592.14,2,10.0,0.0,0.0,1.0
190,31,Silver,East,Branch,Employed,54370.62,15,0.0,15866.4,8,29,8,18,2,327.29,94.42,0,5474.37,2,4.0,0.0,1.0,1.0
191,37,Gold,West,Branch,Self-Employed,47414.38,65,15501.43,15279.84,1,37,17,16,1,617.46,95.54,0,4469.81,0,4.0,0.0,0.0,0.0
192,33,Gold,North,Branch,Retired,43404.77,9,2235.13,1729.82,27,36,13,26,12,274.97,86.04,0,4978.3,1,10.0,0.0,1.0,1.0
193,61,Bronze,North,Branch,Employed,50470.94,63,25168.67,10338.28,10,25,14,18,11,352.64,71.0,1,1403.61,0,5.0,1.0,0.0,1.0
194,59,Gold,South,Online,Unemployed,48364.65,51,0.0,19485.35,13,30,10,22,7,165.04,36.13,1,5722.88,3,9.0,1.0,1.0,1.0
195,29,Gold,South,Phone,Retired,48595.86,16,4662.52,15701.59,22,28,10,17,14,161.36,81.11,1,6456.89,2,9.0,0.0,1.0,0.0
196,20,Silver,East,Branch,Self-Employed,59147.19,24,10582.61,15515.03,11,29,10,20,5,234.53,62.0,0,0.0,5,3.0,0.0,1.0,1.0
197,48,Silver,North,Online,Employed,60405.47,97,10378.59,36507.58,19,21,16,20,5,307.09,27.4,0,3120.27,0,3.0,1.0,1.0,1.0
198,38,Platinum,North,Phone,Self-Employed,62938.15,91,23096.04,11010.24,7,36,9,21,13,225.66,70.21,0,6385.55,2,8.0,0.0,0.0,1.0
199,23,Bronze,South,Online,Employed,63326.7,3,0.0,16851.15,7,21,9,20,10,299.05,59.31,0,1542.65,0,5.0,1.0,0.0,1.0
200,38,Gold,West,Online,Self-Employed,67743.42,37,15290.81,16549.64,10,25,8,22,4,173.75,31.28,0,7576.08,2,9.0,1.0,1.0,1.0
201,69,Gold,East,Branch,Retired,67074.22,42,2684.09,29660.53,11,26,9,21,1,288.61,36.93,1,5736.54,2,10.0,0.0,0.0,1.0
202,55,Platinum,East,Branch,Unemployed,40447.32,85,18789.0,20856.87,18,28,7,19,11,295.23,49.51,1,7715.77,5,8.0,1.0,1.0,0.0
203,25,Gold,South,Phone,Retired,72367.5,14,4539.73,28133.29,0,30,8,22,6,249.83,24.38,1,5016.85,3,1.0,0.0,0.0,1.0
204,33,Bronze,North,Phone,Retired,48572.78,4,7955.34,18197.39,14,38,8,18,14,389.94,69.14,0,4669.56,1,8.0,1.0,0.0,1.0
205,64,Platinum,South,Branch,Unemployed,86728.8,18,0.0,18473.0,4,37,11,21,8,249.91,50.26,0,8103.08,1,9.0,1.0,1.0,0.0
206,44,Bronze,South,Online,Employed,44074.3,65,21920.03,23352.25,29,27,5,23,13,447.75,66.55,0,5003.41,3,3.0,1.0,0.0,1.0
207,19,Platinum,South,Branch,Employed,65406.05,47,0.0,13096.3,19,29,8,20,7,274.62,61.28,0,0.0,2,7.0,1.0,1.0,0.0
208,59,Platinum,South,Phone,Unemployed,49116.1,75,1610.88,38460.54,1,23,12,27,4,371.14,72.72,0,5041.49,1,7.0,0.0,0.0,1.0
209,48,Silver,West,Online,Self-Employed,47311.23,89,8453.13,0.0,10,24,9,10,14,439.67,89.59,0,6369.7,3,3.0,0.0,0.0,0.0
210,64,Bronze,West,Online,Employed,55933.98,30,7613.46,22931.55,25,30,6,21,14,330.97,40.65,0,5758.13,1,4.0,1.0,0.0,1.0
211,46,Gold,North,Online,Retired,70992.3,41,9881.36,23349.21,5,43,7,24,4,350.09,46.94,0,4356.17,2,8.0,1.0,0.0,1.0
212,19,Gold,South,Branch,Unemployed,60841.65,89,17964.46,36676.27,21,32,9,14,4,517.59,45.64,0,146.15,4,1.0,0.0,1.0,0.0
213,38,Bronze,West,Branch,Retired,55244.23,64,5502.29,21125.46,20,35,11,19,2,20.15,20.3,0,2139.49,2,1.0,0.0,1.0,0.0
214,22,Gold,North,Phone,Employed,25218.47,13,0.0,21024.77,9,26,2,16,1,173.63,100.16,0,3116.41,2,7.0,1.0,0.0,0.0
215,36,Gold,South,Online,Unemployed,41702.34,7,22693.29,29151.7,21,26,8,20,9,258.76,41.47,0,945.04,3,8.0,0.0,0.0,1.0
216,57,Bronze,East,Online,Unemployed,41482.88,80,6571.6,16439.77,26,19,7,23,7,425.81,22.89,0,4551.06,1,5.0,1.0,0.0,0.0
217,40,Platinum,West,Branch,Employed,19461.46,58,0.0,28971.38,4,37,10,19,9,241.22,21.64,1,10091.94,4,2.0,1.0,1.0,0.0
218,62,Bronze,North,Phone,Employed,51431.93,48,0.0,28803.69,24,30,8,24,8,332.91,95.4,0,4771.27,4,2.0,1.0,1.0,0.0
219,33,Platinum,,,Unemployed,45386.43,43,4796.91,10485.55,13,23,11,22,9,516.69,51.27,1,6273.64,3,6.0,1.0,0.0,0.0
220,21,Gold,,,Self-Employed,59061.46,44,10251.23,25833.46,20,26,11,19,8,279.79,20.35,0,5438.76,0,10.0,1.0,0.0,1.0
221,35,Gold,,,Unemployed,62972.37,72,22184.35,21381.9,29,38,10,19,2,285.93,44.23,0,1735.69,1,4.0,1.0,0.0,0.0
222,57,Gold,,,Self-Employed,19330.56,57,6393.94,30962.36,15,21,8,22,13,515.67,56.42,0,4066.93,2,7.0,1.0,0.0,0.0
223,56,Silver,,,Retired,60304.35,85,12954.6,23521.9,23,32,5,17,1,456.16,57.15,0,2763.24,2,3.0,0.0,0.0,0.0
224,45,Platinum,,,Self-Employed,56911.96,26,1742.17,14255.59,18,32,15,15,11,344.5,69.95,1,3844.94,2,2.0,0.0,1.0,1.0
225,43,Silver,,,Self-Employed,47758.16,47,16783.12,15554.62,7,29,10,26,9,297.58,5.0,0,2888.96,3,3.0,0.0,0.0,0.0
226,33,Silver,,,Employed,50563.5,48,13705.64,12289.57,18,24,9,24,1,294.76,29.72,0,4912.27,2,9.0,1.0,0.0,1.0
227,50,Bronze,West,Online,Unemployed,43372.27,90,6326.39,35032.84,8,35,13,21,6,379.01,39.98,0,3790.28,1,,0.0,0.0,0.0
228,49,Silver,North,Phone,Retired,61776.9,5,12072.81,29766.25,0,30,14,17,14,338.36,38.46,0,8115.9,3,,1.0,0.0,0.0
229,57,Bronze,West,Online,Unemployed,57380.06,45,16031.61,23747.84,18,29,18,19,2,78.55,63.49,0,1616.21,2,,1.0,0.0,1.0
230,19,Bronze,South,Phone,Self-Employed,52107.63,93,18686.76,15370.46,1,41,13,18,11,338.17,88.99,0,7486.22,2,,1.0,0.0,1.0
231,29,Silver,East,Branch,Self-Employed,48748.84,23,17265.75,18971.49,15,35,11,18,13,20.0,57.24,0,4691.56,0,,0.0,1.0,1.0
232,58,Platinum,South,Phone,Self-Employed,60612.31,97,12655.75,36676.87,5,27,7,24,4,375.96,30.21,0,5698.38,3,,1.0,0.0,1.0
233,49,Platinum,North,Branch,Unemployed,43907.73,84,16292.75,4772.23,12,30,13,23,10,160.54,68.26,0,7559.85,6,,1.0,1.0,1.0
234,36,Platinum,South,Phone,Self-Employed,56808.58,16,7721.96,11444.56,5,25,12,22,7,143.3,34.23,0,6176.12,1,,1.0,1.0,0.0
235,46,Platinum,East,Phone,Unemployed,51131.14,10,5862.77,6164.59,25,31,13,31,7,446.54,87.51,1,3255.21,3,,1.0,1.0,1.0
236,29,Platinum,South,Online,Retired,70387.84,81,13431.29,38500.61,4,31,8,16,3,133.2,70.04,0,6846.94,2,,1.0,1.0,1.0
237,21,Silver,East,Phone,Retired,54643.33,77,3316.68,0.0,17,33,11,23,7,286.48,37.03,1,234.67,1,,0.0,0.0,1.0
238,68,Silver,East,Online,Unemployed,59201.9,81,17345.77,25495.71,24,35,7,17,6,367.06,85.06,0,7324.74,4,10.0,1.0,0.0,1.0
239,46,Gold,South,Branch,Retired,41288.88,64,14138.2,,24,33,10,19,2,336.95,53.8,0,5731.86,2,5.0,1.0,1.0,0.0
240,21,Platinum,West,Branch,Employed,50011.33,4,7431.17,,10,28,11,19,6,337.82,20.11,0,5454.8,4,3.0,1.0,0.0,0.0
241,67,Silver,North,Online,Self-Employed,27572.04,96,3836.63,,19,24,12,26,14,154.09,96.22,0,5859.29,2,2.0,0.0,0.0,0.0
242,67,Gold,West,Branch,Self-Employed,48352.04,78,0.0,,0,40,8,20,6,441.34,54.95,0,189.1,2,1.0,,1.0,1.0
243,46,Platinum,West,Phone,Self-Employed,64867.87,30,4861.67,,17,30,11,12,6,313.31,43.71,0,1801.39,3,9.0,,0.0,1.0
244,51,Bronze,South,Online,Employed,43575.23,84,20342.98,,8,31,10,27,2,184.3,73.41,0,7816.19,1,8.0,,0.0,1.0
245,21,Gold,North,Online,Self-Employed,68806.02,9,0.0,,12,27,6,21,3,340.37,34.35,0,7589.22,1,2.0,,1.0,1.0
246,20,Silver,North,Online,Unemployed,61809.14,62,16628.99,,16,35,11,19,14,447.21,52.97,0,1607.09,0,10.0,,1.0,1.0
247,60,Bronze,West,Branch,Self-Employed,57365.06,18,15073.19,,20,33,16,23,14,403.49,88.33,0,3896.98,2,9.0,,0.0,0.0
248,23,Bronze,South,Branch,Unemployed,56672.87,77,10512.18,,0,31,13,26,5,302.08,31.43,0,5106.55,0,7.0,,0.0,1.0
249,22,Bronze,North,Phone,Retired,53977.46,29,19026.25,,27,30,12,21,12,287.25,5.0,0,3435.52,3,10.0,,1.0,1.0
250,30,Gold,West,Phone,Unemployed,50787.9,99,9265.03,,12,32,15,12,8,144.45,14.06,0,6661.78,2,10.0,,1.0,1.0
251,18,Silver,North,Online,Unemployed,45531.57,65,6666.31,,9,23,12,16,3,329.17,53.63,0,0.0,0,8.0,,1.0,0.0
252,26,Bronze,South,Phone,Unemployed,50367.2,58,2127.61,,21,30,12,20,6,154.75,45.07,0,6009.88,5,9.0,0.0,0.0,1.0
253,20,Platinum,South,Branch,Self-Employed,39914.1,40,0.0,,7,20,12,25,10,395.89,17.21,1,9593.28,3,7.0,0.0,1.0,0.0
254,41,Bronze,South,Phone,Employed,51557.44,23,10112.77,,26,26,18,17,14,352.26,93.59,0,4386.15,1,2.0,1.0,1.0,0.0
255,45,Bronze,North,Branch,Employed,45280.98,90,10826.03,,15,27,10,20,2,276.25,49.93,0,6072.42,1,2.0,0.0,0.0,1.0
256,43,Gold,East,Phone,Unemployed,34160.15,7,19679.9,,29,28,6,17,7,283.81,115.48,0,8196.47,2,4.0,1.0,1.0,0.0
257,39,Gold,North,Branch,Self-Employed,64202.11,55,0.0,,10,23,8,21,8,418.48,47.18,0,1834.79,1,1.0,0.0,0.0,1.0
258,64,Silver,East,Branch,Employed,50795.89,51,16830.22,,15,26,11,20,7,91.96,48.46,0,4407.23,2,4.0,0.0,0.0,0.0
259,32,Platinum,South,Phone,Retired,47414.11,26,971.38,,25,31,11,19,14,411.67,5.0,0,4009.78,2,9.0,0.0,1.0,1.0
260,49,Gold,West,Phone,Retired,61392.5,31,14568.44,,7,26,13,19,9,119.45,52.73,0,6834.53,2,3.0,1.0,1.0,1.0
261,67,Bronze,East,Branch,Self-Employed,62402.58,27,18955.3,,10,26,12,20,13,321.48,63.58,0,0.0,1,2.0,1.0,0.0,1.0
262,27,Silver,South,Online,Retired,77512.02,9,13427.88,,17,31,16,25,14,246.67,87.8,0,2405.24,1,1.0,1.0,1.0,0.0
263,50,Bronze,South,Phone,Retired,64916.22,89,13924.83,,28,33,16,23,4,250.56,84.54,1,5178.84,2,2.0,1.0,0.0,0.0
264,37,Bronze,East,Branch,Retired,57877.17,99,8245.15,,3,24,10,21,3,343.37,69.75,0,3289.81,1,5.0,0.0,1.0,1.0
265,28,Gold,West,Phone,Employed,61143.55,55,0.0,,9,31,9,21,7,362.25,46.05,0,10830.23,0,8.0,1.0,0.0,1.0
266,41,Silver,South,Phone,Retired,63437.76,56,14524.28,,6,29,12,16,9,339.97,62.91,1,2200.45,4,8.0,1.0,0.0,1.0
267,35,Platinum,East,Phone,Unemployed,28560.1,4,10483.57,,18,39,8,19,9,332.81,39.97,2,3553.96,2,8.0,0.0,1.0,0.0
268,39,Platinum,West,Phone,Unemployed,50095.72,92,6613.02,,28,31,13,20,3,328.97,57.6,1,4807.83,3,4.0,0.0,0.0,1.0
269,43,Gold,West,Phone,Retired,60883.85,16,1368.71,,14,30,8,23,14,193.13,88.59,0,2790.34,5,9.0,1.0,1.0,1.0
270,46,Gold,South,Online,Unemployed,86598.12,71,5159.96,,4,26,8,16,3,386.62,45.46,0,4280.82,2,9.0,0.0,1.0,1.0
271,52,Silver,North,Online,Employed,56494.59,47,17626.49,,21,37,6,11,11,286.88,35.6,0,7030.28,0,7.0,1.0,0.0,1.0
272,68,Platinum,North,Online,Self-Employed,57376.09,12,0.0,,25,28,10,15,6,325.14,5.0,0,2188.84,2,3.0,0.0,1.0,0.0
273,20,Platinum,South,Branch,Unemployed,58810.88,68,18306.27,,23,25,7,19,1,388.55,5.0,0,8280.76,2,6.0,0.0,1.0,0.0
274,58,Platinum,West,Online,Retired,45474.0,70,13621.31,,28,36,11,20,3,342.86,15.87,0,4381.05,0,3.0,0.0,0.0,0.0
275,47,Bronze,South,Online,Self-Employed,68405.52,31,25948.62,,22,36,15,23,10,375.58,41.3,1,1346.96,5,4.0,1.0,1.0,1.0
276,51,Platinum,East,Branch,Self-Employed,60132.36,11,10855.18,,17,26,10,20,1,491.22,26.25,0,7002.75,7,6.0,0.0,0.0,1.0
277,54,Bronze,North,Online,Retired,42954.05,45,27415.35,,10,26,8,22,14,275.66,41.73,1,3498.72,2,1.0,0.0,1.0,0.0
278,39,Silver,East,Phone,Unemployed,69619.46,41,10987.28,,27,40,11,22,8,307.27,45.81,0,8026.61,4,3.0,0.0,1.0,1.0
279,21,Bronze,South,Online,Employed,43473.84,98,9991.52,,21,29,13,25,8,290.68,46.16,0,8236.79,3,8.0,0.0,0.0,0.0
280,42,Silver,South,Online,Unemployed,49130.54,37,12782.74,,21,35,15,17,11,392.25,23.05,0,732.89,3,6.0,1.0,0.0,1.0
281,26,Platinum,West,Online,Unemployed,81765.95,91,7866.97,,11,30,12,21,9,159.41,79.52,0,4432.96,3,4.0,1.0,1.0,0.0
282,31,Platinum,West,Phone,Employed,65028.06,93,8474.43,,12,31,10,20,1,220.22,59.81,1,7038.89,3,2.0,0.0,1.0,1.0
283,66,Silver,West,Phone,Self-Employed,43849.56,82,257.57,,1,23,10,17,8,329.14,93.56,0,7485.54,1,1.0,1.0,0.0,0.0
284,47,Gold,East,Phone,Employed,44660.98,74,19123.04,,5,32,15,18,2,491.66,60.34,0,2273.07,2,8.0,1.0,1.0,0.0
285,30,Silver,West,Phone,Employed,55826.37,57,322.5,,3,30,8,18,2,397.83,27.66,0,1944.0,0,5.0,1.0,1.0,0.0
286,64,Gold,South,Branch,Retired,43831.09,90,9466.47,,16,30,7,15,2,198.7,62.72,0,5334.06,1,7.0,1.0,1.0,0.0
287,48,Bronze,West,Phone,Retired,40577.84,49,8842.32,,6,25,6,19,12,270.52,64.29,0,5398.04,0,5.0,1.0,0.0,1.0
288,66,Bronze,North,Phone,Unemployed,65441.61,30,1935.16,,19,29,10,18,8,320.78,70.22,0,4326.42,0,1.0,1.0,0.0,1.0
289,44,Bronze,West,Phone,Retired,64344.43,96,25836.54,,7,34,13,28,7,256.57,48.85,0,2467.2,1,1.0,0.0,0.0,1.0
290,59,Platinum,East,Phone,Employed,59781.2,83,4700.26,,3,35,12,25,2,187.0,82.43,0,9940.2,2,3.0,0.0,0.0,1.0
291,63,Bronze,North,Branch,Employed,68124.85,90,7704.2,,7,27,8,21,14,225.94,15.03,0,1303.3,2,9.0,0.0,0.0,1.0
292,30,Gold,North,Online,Retired,63031.98,1,12576.08,,7,36,15,18,3,410.88,35.13,0,5799.89,1,7.0,0.0,0.0,0.0
293,29,Bronze,North,Online,Retired,29907.66,52,0.0,30523.62,21,28,13,19,7,361.39,83.52,0,9880.26,3,9.0,1.0,1.0,0.0
294,21,Silver,East,Phone,Retired,69065.45,36,0.0,11446.96,26,25,5,23,14,207.78,19.58,0,4062.41,4,8.0,1.0,1.0,1.0
295,31,Silver,South,Phone,Employed,58423.6,78,4910.97,12380.18,6,18,10,21,14,371.06,13.61,0,6736.66,1,10.0,1.0,0.0,0.0
296,67,Platinum,West,Phone,Self-Employed,39197.69,86,0.0,19979.92,0,31,13,22,7,310.46,35.48,1,7885.13,4,4.0,0.0,1.0,0.0
297,48,Silver,North,Online,Self-Employed,39714.88,86,7447.01,28690.75,13,24,7,22,2,349.45,51.78,1,401.74,1,2.0,0.0,1.0,0.0
298,42,Gold,North,Online,Retired,51737.37,79,0.0,16415.0,5,28,7,20,2,444.59,51.74,0,5394.17,3,6.0,0.0,1.0,0.0
299,39,Bronze,North,Phone,Unemployed,43612.73,94,10413.27,35723.73,21,23,6,18,14,241.35,65.49,0,9331.02,3,9.0,1.0,0.0,1.0
300,61,Platinum,South,Online,Unemployed,34920.27,23,15819.47,19538.82,21,27,11,25,12,421.92,,1,2871.53,2,6.0,0.0,0.0,0.0
301,32,Bronze,South,Branch,Self-Employed,46629.8,82,8963.53,13356.78,26,23,9,17,6,329.6,,0,2398.79,3,3.0,1.0,1.0,0.0
302,43,Bronze,East,Phone,Retired,51236.63,36,22374.14,26386.55,28,29,13,22,11,24.12,,0,3091.61,3,10.0,0.0,1.0,1.0
303,46,Gold,South,Phone,Employed,39065.61,55,10978.75,12870.9,3,36,15,20,13,422.94,,0,7168.33,0,5.0,1.0,1.0,0.0
304,19,Silver,West,Branch,Unemployed,53015.5,14,19555.22,29556.19,19,38,8,29,8,203.59,,1,5082.51,0,3.0,0.0,1.0,1.0
305,34,Silver,East,Branch,Unemployed,52033.45,60,5013.23,25286.37,20,29,13,20,9,160.36,,0,6693.49,4,4.0,1.0,1.0,1.0
306,19,Bronze,East,Online,Employed,64042.3,14,13228.36,1878.93,16,32,6,20,3,68.96,,0,3661.89,2,10.0,1.0,0.0,1.0
307,55,Platinum,West,Branch,Employed,46859.37,19,11951.45,24611.66,12,26,7,13,10,361.34,,0,12443.54,1,1.0,0.0,1.0,0.0
308,47,Silver,West,Phone,Retired,40124.26,34,20697.03,26273.47,18,32,16,20,8,231.12,,0,7925.49,3,8.0,1.0,1.0,0.0
309,64,Platinum,West,Online,Employed,55930.61,28,15183.82,18728.79,0,36,5,26,5,298.55,,0,4743.1,4,4.0,1.0,1.0,1.0
310,59,Silver,East,Branch,Employed,58150.09,92,11330.63,13409.39,29,34,8,15,13,112.18,,0,6445.22,1,7.0,0.0,1.0,1.0
311,68,Platinum,East,Online,Employed,60866.42,15,17347.6,33266.51,1,32,3,21,3,201.22,31.83,0,7788.85,3,1.0,0.0,1.0,0.0
312,53,Gold,East,Online,Self-Employed,80402.26,26,10238.29,0.0,5,23,13,14,13,484.46,32.84,1,8576.74,0,4.0,1.0,0.0,0.0
313,53,Platinum,West,Online,Employed,51461.51,46,7432.91,29361.15,13,30,12,17,11,233.35,81.35,0,9612.02,1,6.0,1.0,1.0,0.0
314,36,Gold,West,Online,Unemployed,33437.82,51,12929.61,27291.39,14,23,8,18,10,57.07,5.0,0,2061.0,3,9.0,1.0,1.0,0.0
315,48,Gold,North,Branch,Retired,54635.71,49,12542.96,25880.5,1,28,8,21,13,137.41,65.15,1,9021.04,0,7.0,,1.0,1.0
316,38,Platinum,South,Phone,Retired,41048.41,69,10769.09,26995.41,16,22,12,16,8,362.82,26.1,0,10890.57,4,6.0,,1.0,0.0
317,39,Gold,North,Phone,Retired,48671.84,32,9158.77,17308.36,10,26,11,14,10,414.38,46.32,0,8644.23,3,10.0,,1.0,1.0
318,25,Bronze,West,Branch,Self-Employed,20418.66,63,1114.11,26199.21,28,27,12,19,3,168.45,72.72,0,0.0,2,6.0,0.0,1.0,0.0
319,23,Gold,East,Phone,Unemployed,62666.84,57,4013.48,28118.47,1,42,14,21,4,131.12,63.91,0,5015.66,2,5.0,1.0,0.0,0.0
320,29,Silver,West,Online,Employed,61777.78,71,18024.81,15577.07,24,30,8,16,9,301.24,25.88,0,4196.08,1,7.0,0.0,1.0,1.0
321,19,Platinum,South,Online,Unemployed,34118.0,45,8743.81,32387.78,3,23,10,12,14,345.64,5.0,1,2897.9,0,2.0,0.0,1.0,0.0
322,33,Bronze,North,Online,Retired,56562.59,48,10555.13,21201.15,24,33,20,19,13,351.47,54.56,1,5082.74,3,10.0,0.0,0.0,1.0
323,56,Platinum,North,Branch,Employed,45820.15,13,25400.15,24399.66,10,30,7,19,14,367.85,120.78,0,3486.03,3,6.0,0.0,1.0,1.0
324,37,Silver,East,Online,Retired,31198.97,75,11689.54,8711.27,5,20,10,20,3,195.67,93.83,0,0.0,2,4.0,1.0,1.0,0.0
325,25,Silver,North,Online,Retired,51484.01,35,22806.89,26629.28,25,40,9,18,9,373.09,99.02,0,4077.83,5,7.0,1.0,0.0,0.0
326,56,Silver,North,Branch,Retired,26355.37,57,17863.97,23047.34,24,31,13,21,13,91.15,53.37,0,6261.85,3,1.0,1.0,0.0,0.0
327,27,Gold,West,Online,Unemployed,56963.96,37,9615.97,37322.07,21,33,10,24,10,92.89,35.8,1,255.63,2,8.0,1.0,1.0,1.0
328,60,Gold,North,Online,Unemployed,31810.14,41,8218.16,13441.21,22,25,7,23,4,338.77,47.97,0,7117.27,2,9.0,1.0,1.0,0.0
329,28,Platinum,North,Phone,Retired,73705.1,24,14254.38,24276.57,1,36,7,16,2,256.65,28.69,0,3779.45,2,3.0,0.0,1.0,0.0
330,20,Platinum,North,Branch,Retired,65373.3,38,14301.42,11252.48,12,26,6,24,11,292.06,33.78,0,5548.03,0,3.0,0.0,0.0,1.0
331,24,Bronze,East,Online,Employed,42065.8,56,22413.78,15335.77,19,25,14,8,5,561.97,55.34,0,5091.78,2,4.0,0.0,1.0,1.0
332,50,Bronze,East,Online,Retired,52458.07,8,18644.99,9726.23,26,32,12,23,7,421.84,62.71,0,2156.42,0,2.0,0.0,0.0,1.0
333,68,Platinum,West,Online,Retired,73618.8,63,2413.74,34062.45,8,33,12,19,3,397.64,58.51,0,5656.02,0,8.0,1.0,0.0,1.0
334,51,Gold,North,Online,Retired,56452.14,74,22717.14,7628.62,1,28,11,23,7,330.19,20.11,0,8149.22,1,2.0,1.0,0.0,1.0
335,28,Silver,East,Phone,Retired,49923.4,76,17541.44,15114.04,25,29,6,23,5,131.5,49.38,0,699.73,1,10.0,0.0,0.0,0.0
336,58,Platinum,East,Phone,Unemployed,48753.66,52,18500.29,31791.84,2,21,7,20,5,261.36,69.99,0,1555.22,2,7.0,0.0,1.0,1.0
337,37,Bronze,West,Phone,Retired,63619.43,66,8012.27,6925.63,16,31,4,19,12,468.17,48.9,0,3141.85,3,4.0,1.0,0.0,1.0
338,18,Gold,South,Phone,Self-Employed,52107.0,25,8406.79,33355.93,27,37,9,19,3,116.01,26.71,0,5259.94,1,2.0,0.0,1.0,0.0
339,36,Platinum,North,Branch,Retired,65783.17,93,16031.21,22068.98,16,28,4,18,8,86.33,55.58,0,6367.87,5,5.0,0.0,0.0,0.0
340,59,Platinum,East,Online,Unemployed,45491.96,3,9246.88,14996.55,10,32,9,19,10,460.64,24.41,0,6719.03,1,5.0,0.0,0.0,1.0
341,62,Gold,West,Phone,Self-Employed,66764.49,33,13426.24,18801.31,17,27,12,26,13,212.97,73.65,1,3007.01,1,1.0,1.0,1.0,1.0
342,61,Platinum,West,Online,Self-Employed,29919.14,73,9392.13,22167.93,19,33,11,12,7,260.39,68.98,0,10722.31,0,1.0,1.0,,0.0
343,37,Gold,West,Branch,Retired,70132.7,66,0.0,15208.45,22,42,5,19,1,609.11,38.89,0,5169.33,1,,1.0,,1.0
344,41,Silver,East,Online,Retired,42909.62,3,13719.97,34160.8,13,22,11,12,11,236.3,57.6,0,6563.64,1,,0.0,,0.0
345,22,Gold,North,Online,Unemployed,46583.44,77,7842.57,6214.44,6,23,7,19,11,193.14,54.68,0,3637.71,1,,0.0,,0.0
346,65,Gold,South,Phone,Self-Employed,40259.53,57,13802.87,25932.43,12,34,12,22,13,405.64,47.14,0,6338.45,3,,1.0,,1.0
347,46,Gold,North,Phone,Self-Employed,49992.82,33,18110.62,42961.45,25,38,10,29,9,281.13,85.36,0,6543.89,1,2.0,0.0,,1.0
348,50,Platinum,West,Branch,Unemployed,46057.39,79,20265.32,19677.31,14,37,10,19,6,400.69,87.08,0,9896.39,6,6.0,0.0,,0.0
349,68,Platinum,West,Online,Retired,50269.55,15,4662.66,10641.29,22,20,17,19,14,426.68,5.0,0,10057.31,2,2.0,0.0,,0.0
350,67,Gold,South,Phone,Employed,72675.1,57,18086.71,8532.25,15,27,8,25,5,265.47,72.63,1,7585.12,1,1.0,1.0,,0.0
351,62,Platinum,North,Phone,Employed,39792.59,16,22366.46,20721.67,13,26,11,15,4,324.03,48.88,0,6819.59,3,1.0,1.0,,0.0
352,42,Bronze,West,Phone,Self-Employed,58213.1,24,13166.84,30051.91,16,36,10,21,7,320.02,56.3,0,2924.62,5,10.0,1.0,,1.0
